"SDate","STime","SDateTime","Station","GROW_AREA","OpenClosed","WDIR","Tide","Class","CATEGORY","Temp","FLOOD","Sal","ColiScore","RawColi","DELIVERY_TEMP_C","YEAR","LCFlag","RCFlag","ColiVal"
2019-09-23,07:36:00,2019-09-23 07:36:00,"WK055.00","WK","C",,"HE","CA","A",16,,31,12.7,"12.7",4,2019,FALSE,FALSE,12.7
2019-08-20,13:35:00,2019-08-20 13:35:00,"WK055.00","WK","C",,"HF","CA","A",22,,31,2,"2",4,2019,FALSE,FALSE,2
2019-07-30,08:02:00,2019-07-30 08:02:00,"WK055.00","WK","C",,"F","CA","A",21,,31,22,"22",8,2019,FALSE,FALSE,22
2019-06-26,08:04:00,2019-06-26 08:04:00,"WK055.00","WK","C",,"E","CA","A",13,,31,15,"15",4,2019,FALSE,FALSE,15
2019-05-29,,2019-05-29 00:00:00,"WK055.00","WK","C",,"L","CA","A",9,,25,15,"15",5,2019,FALSE,FALSE,15
2019-04-29,08:34:00,2019-04-29 08:34:00,"WK055.00","WK","C",,"HE","CA","A",7,,26,1.9,"<2",3,2019,TRUE,FALSE,2
2019-03-27,14:40:00,2019-03-27 14:40:00,"WK055.00","WK","O",,"F","CA","A",5,,30,1.9,"<2",6,2019,TRUE,FALSE,2
2019-03-18,10:45:00,2019-03-18 10:45:00,"WK055.00","WK","O",,"E","CA","A",2,,24,4,"4",4,2019,FALSE,FALSE,4
2019-03-05,15:48:00,2019-03-05 15:48:00,"WK055.00","WK",,,"LE","CA","A",,,,,,,2019,,,
2019-02-26,20:23:00,2019-02-26 20:23:00,"WK055.00","WK","O",,"E","CA","A",-1,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2019-01-28,14:55:00,2019-01-28 14:55:00,"WK055.00","WK",,,"F","CA","A",,,,,,,2019,,,
2019-01-07,12:25:00,2019-01-07 12:25:00,"WK055.00","WK","O",,"HE","CA","A",5,,32,1.9,"<2",5,2019,TRUE,FALSE,2
2018-10-10,10:49:00,2018-10-10 10:49:00,"WK055.00","WK","C","CL","F","CA","A",14,,31,4,"4",5,2018,FALSE,FALSE,4
2018-09-17,16:29:00,2018-09-17 16:29:00,"WK055.00","WK","C","S","F","CA","A",20,,32,11,"11",1,2018,FALSE,FALSE,11
2018-08-26,,2018-08-26 00:00:00,"WK055.00","WK","C","S","E","CA","A",21,,32,2,"2",5,2018,FALSE,FALSE,2
2018-08-01,13:39:00,2018-08-01 13:39:00,"WK055.00","WK","C","S","HF","CA","A",24,,34,1.9,"<2",8,2018,TRUE,FALSE,2
2018-06-19,15:36:00,2018-06-19 15:36:00,"WK055.00","WK","C","N","HF","CA","A",16,,32,1.9,"<2",5,2018,TRUE,FALSE,2
2018-05-01,11:33:00,2018-05-01 11:33:00,"WK055.00","WK","C","S","HF","CA","A",10,,23,1.9,"<2",3,2018,TRUE,FALSE,2
2018-04-04,13:43:00,2018-04-04 13:43:00,"WK055.00","WK","O","S","HF","CA","A",5,,31,1.9,"<2",2,2018,TRUE,FALSE,2
2018-03-20,15:40:00,2018-03-20 15:40:00,"WK055.00","WK","O","CL","E","CA","A",3,,34,1.9,"<2",3,2018,TRUE,FALSE,2
2018-03-19,12:20:00,2018-03-19 12:20:00,"WK055.00","WK","O","CL","HF","CA","A",1,,37,1.9,"<2",5,2018,TRUE,FALSE,2
2018-02-26,07:29:00,2018-02-26 07:29:00,"WK055.00","WK","O","CL","H","CA","A",1,,36,2,"2",6,2018,FALSE,FALSE,2
2018-02-05,13:55:00,2018-02-05 13:55:00,"WK055.00","WK",,,"HF","CA","A",,,,,,,2018,,,
2018-01-22,13:05:00,2018-01-22 13:05:00,"WK055.00","WK",,,"HF","CA","A",,,,,,,2018,,,
2018-01-09,14:12:00,2018-01-09 14:12:00,"WK055.00","WK",,,"F","CA","A",,,,,,,2018,,,
2017-11-06,11:15:00,2017-11-06 11:15:00,"WK055.00","WK","C","S","HF","CA","A",12,,28,4,"4",2.5,2017,FALSE,FALSE,4
2017-09-06,11:43:00,2017-09-06 11:43:00,"WK055.00","WK","C","CL","H","CA","A",17,,34,6,"6",4,2017,FALSE,FALSE,6
2017-07-24,12:50:00,2017-07-24 12:50:00,"WK055.00","WK","C","W","H","CA","A",20,,33,42,"42",4,2017,FALSE,FALSE,42
2017-06-19,07:18:00,2017-06-19 07:18:00,"WK055.00","WK","C","S","H","CA","A",18,,30,2,"2",4,2017,FALSE,FALSE,2
2017-05-09,11:36:00,2017-05-09 11:36:00,"WK055.00","WK","C","CL","H","CA","A",10,,25,1.9,"<2",3.5,2017,TRUE,FALSE,2
2017-04-05,07:38:00,2017-04-05 07:38:00,"WK055.00","WK","O","NE","HE","CA","A",1,,28,6,"6",4,2017,FALSE,FALSE,6
2017-03-13,10:39:00,2017-03-13 10:39:00,"WK055.00","WK","O","NE","F","CA","A",0,,30,1.9,"<2",1,2017,TRUE,FALSE,2
2017-01-04,13:00:00,2017-01-04 13:00:00,"WK055.00","WK","O","CL","F","CA","A",6,,26,2,"2",4,2017,FALSE,FALSE,2
2016-12-05,12:51:00,2016-12-05 12:51:00,"WK055.00","WK","O","NE","F","CA","A",3,,30,4,"4",6.5,2016,FALSE,FALSE,4
2016-11-28,,2016-11-28 00:00:00,"WK055.00","WK","C","NW","HF","CA","A",5,,32,1.9,"<2",1,2016,TRUE,FALSE,2
2016-11-07,,2016-11-07 00:00:00,"WK055.00","WK","C","N","HF","CA","A",7,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-08-15,09:56:00,2016-08-15 09:56:00,"WK055.00","WK","C","CL","HE","CA","A",22,,30,10,"10",7,2016,FALSE,FALSE,10
2016-08-03,14:46:00,2016-08-03 14:46:00,"WK055.00","WK","C","SW","E","CA","A",24,,30,9.1,"9.1",6,2016,FALSE,FALSE,9.1
2016-05-11,15:25:00,2016-05-11 15:25:00,"WK055.00","WK","C","SW","H","CA","A",12,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2016-04-12,15:05:00,2016-04-12 15:05:00,"WK055.00","WK","O","S","HF","CA","A",5,,30,1.9,"<2",1,2016,TRUE,FALSE,2
2016-03-22,11:38:00,2016-03-22 11:38:00,"WK055.00","WK","O","SE","H","CA","A",2,,26,1.9,"<2",3.5,2016,TRUE,FALSE,2
2016-03-09,13:07:00,2016-03-09 13:07:00,"WK055.00","WK","O","NW","E","CA","A",8,,29,1.9,"<2",3,2016,TRUE,FALSE,2
2016-02-23,09:31:00,2016-02-23 09:31:00,"WK055.00","WK","O","N","F","CA","A",2,,31,1.9,"1.9",3,2016,FALSE,FALSE,1.9
2016-01-20,07:03:00,2016-01-20 07:03:00,"WK055.00","WK","O","CL","H","CA","A",-2,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2015-12-28,12:20:00,2015-12-28 12:20:00,"WK055.00","WK","O","NW","H","CA","A",2,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-12-16,15:11:00,2015-12-16 15:11:00,"WK055.00","WK","O","NW","HE","CA","A",6,,30,122,"122",3,2015,FALSE,FALSE,122
2015-12-01,13:39:00,2015-12-01 13:39:00,"WK055.00","WK","O","CL","HF","CA","A",5,,30,4,"4",4,2015,FALSE,FALSE,4
2015-11-02,14:55:00,2015-11-02 14:55:00,"WK055.00","WK","O","W","H","CA","A",10,,30,1.9,"<2",5,2015,TRUE,FALSE,2
2015-09-08,10:53:00,2015-09-08 10:53:00,"WK055.00","WK","C","CL","E","CA","A",22,,30,2,"2",8,2015,FALSE,FALSE,2
2015-07-22,15:35:00,2015-07-22 15:35:00,"WK055.00","WK","C","CL","HF","CA","A",20,,30,26,"26",8,2015,FALSE,FALSE,26
2015-06-17,14:44:00,2015-06-17 14:44:00,"WK055.00","WK","C","CL","E","CA","A",18,,30,7.3,"7.3",5,2015,FALSE,FALSE,7.3
2015-06-02,10:54:00,2015-06-02 10:54:00,"WK055.00","WK","C","CL","HF","CA","A",13,,24,540,"540",2,2015,FALSE,FALSE,540
2015-04-28,07:30:00,2015-04-28 07:30:00,"WK055.00","WK","O","NW","H","CA","A",6,,28,2,"2",4,2015,FALSE,FALSE,2
2015-04-22,15:43:00,2015-04-22 15:43:00,"WK055.00","WK","C","CL","HE","CA","A",7,FALSE,24,1.9,"<2",7.5,2015,TRUE,FALSE,2
2015-04-07,16:24:00,2015-04-07 16:24:00,"WK055.00","WK","O","SW","E","CA","A",4,,30,1.9,"<2",2,2015,TRUE,FALSE,2
2015-03-10,15:38:00,2015-03-10 15:38:00,"WK055.00","WK","O",,"HE","CA","A",,,,,,,2015,,,
2015-02-18,11:06:00,2015-02-18 11:06:00,"WK055.00","WK","O",,"HE","CA","A",,,,,,,2015,,,
2015-01-12,13:00:00,2015-01-12 13:00:00,"WK055.00","WK","O","CL","F","CA","A",-0.5,,32,2,"2",1.5,2015,FALSE,FALSE,2
2019-09-23,07:37:00,2019-09-23 07:37:00,"WK054.50","WK","C",,"HE","P","A",15,,31,4,"4",4,2019,FALSE,FALSE,4
2019-08-20,13:50:00,2019-08-20 13:50:00,"WK054.50","WK","C",,"HF","P","A",20,,31,2,"2",4,2019,FALSE,FALSE,2
2019-07-30,07:48:00,2019-07-30 07:48:00,"WK054.50","WK","C",,"F","P","A",20,,31,1.9,"<2",8,2019,TRUE,FALSE,2
2019-06-26,07:47:00,2019-06-26 07:47:00,"WK054.50","WK","C",,"E","P","A",13,,31,29,"29",4,2019,FALSE,FALSE,29
2019-05-29,,2019-05-29 00:00:00,"WK054.50","WK","C",,"L","P","A",9,,25,1.9,"<2",5,2019,TRUE,FALSE,2
2019-04-29,08:26:00,2019-04-29 08:26:00,"WK054.50","WK","C",,"HE","P","A",7,,26,1.9,"<2",3,2019,TRUE,FALSE,2
2018-10-10,10:39:00,2018-10-10 10:39:00,"WK054.50","WK","C","CL","F","P","A",14,,34,1.9,"<2",5,2018,TRUE,FALSE,2
2018-09-17,16:19:00,2018-09-17 16:19:00,"WK054.50","WK","C","S","F","P","A",18,,32,1.9,"<2",1,2018,TRUE,FALSE,2
2018-08-26,,2018-08-26 00:00:00,"WK054.50","WK","C","S","E","P","A",20,,31,1.9,"<2",5,2018,TRUE,FALSE,2
2018-08-01,13:30:00,2018-08-01 13:30:00,"WK054.50","WK","C","S","HF","P","A",21,,34,1.9,"<2",8,2018,TRUE,FALSE,2
2018-06-19,15:25:00,2018-06-19 15:25:00,"WK054.50","WK","C","N","HF","P","A",16,,32,1.9,"<2",5,2018,TRUE,FALSE,2
2018-05-01,11:23:00,2018-05-01 11:23:00,"WK054.50","WK","C","S","F","P","A",10,,26,1.9,"<2",3,2018,TRUE,FALSE,2
2018-04-04,13:35:00,2018-04-04 13:35:00,"WK054.50","WK","C","S","HF","P","A",5,,31,1.9,"<2",2,2018,TRUE,FALSE,2
2017-11-06,13:20:00,2017-11-06 13:20:00,"WK054.50","WK","C","S","HE","P","A",11,,27,12,"12",2.5,2017,FALSE,FALSE,12
2017-09-06,11:37:00,2017-09-06 11:37:00,"WK054.50","WK","C","S","H","P","A",17,,34,6,"6",4,2017,FALSE,FALSE,6
2017-07-24,12:42:00,2017-07-24 12:42:00,"WK054.50","WK","C","W","H","P","A",20,,33,2,"2",4,2017,FALSE,FALSE,2
2017-06-19,07:10:00,2017-06-19 07:10:00,"WK054.50","WK","C","S","H","P","A",17,,30,1.9,"<2",4,2017,TRUE,FALSE,2
2017-05-09,11:27:00,2017-05-09 11:27:00,"WK054.50","WK","C","CL","H","P","A",10,,25,1.9,"<2",3.5,2017,TRUE,FALSE,2
2017-04-05,07:32:00,2017-04-05 07:32:00,"WK054.50","WK","C","NE","HE","P","A",2,,30,1.9,"<2",4,2017,TRUE,FALSE,2
2016-11-28,,2016-11-28 00:00:00,"WK054.50","WK","C","NW","HF","P","A",6,,32,1.9,"<2",1,2016,TRUE,FALSE,2
2016-11-07,,2016-11-07 00:00:00,"WK054.50","WK","C","N","F","P","A",8,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-08-15,,2016-08-15 00:00:00,"WK054.50","WK","C","N","HF","P","A",22,,30,1.9,"<2",7,2016,TRUE,FALSE,2
2016-08-03,14:39:00,2016-08-03 14:39:00,"WK054.50","WK","C","W","E","P","A",23,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2016-05-11,15:18:00,2016-05-11 15:18:00,"WK054.50","WK","C","SW","H","P","A",9,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2016-04-12,14:57:00,2016-04-12 14:57:00,"WK054.50","WK","C","S","HF","P","A",5,,30,1.9,"<2",1,2016,TRUE,FALSE,2
2015-12-28,12:12:00,2015-12-28 12:12:00,"WK054.50","WK","C","NW","HF","P","A",1,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-11-02,14:46:00,2015-11-02 14:46:00,"WK054.50","WK","C","W","HF","P","A",10,,30,1.9,"<2",5,2015,TRUE,FALSE,2
2015-09-08,10:46:00,2015-09-08 10:46:00,"WK054.50","WK","C","SW","E","P","A",19,,30,1.9,"<2",8,2015,TRUE,FALSE,2
2015-07-22,15:29:00,2015-07-22 15:29:00,"WK054.50","WK","C","CL","HF","P","A",21,,30,1.9,"<2",8,2015,TRUE,FALSE,2
2015-06-17,14:37:00,2015-06-17 14:37:00,"WK054.50","WK","C","NW","E","P","A",17,,30,1.9,"<2",5,2015,TRUE,FALSE,2
2015-06-02,10:45:00,2015-06-02 10:45:00,"WK054.50","WK","C","N","HF","P","A",12,,30,9.1,"9.1",2,2015,FALSE,FALSE,9.1
2015-04-22,15:31:00,2015-04-22 15:31:00,"WK054.50","WK","C","SW","HE","P","A",8,FALSE,24,1.9,"<2",7.5,2015,TRUE,FALSE,2
2015-04-07,16:18:00,2015-04-07 16:18:00,"WK054.50","WK","C","SW","E","P","A",4,,31,1.9,"<2",2,2015,TRUE,FALSE,2
2019-09-23,07:27:00,2019-09-23 07:27:00,"WK053.50","WK","O",,"HE","A","A",15,,31,1.9,"<2",4,2019,TRUE,FALSE,2
2019-08-20,14:06:00,2019-08-20 14:06:00,"WK053.50","WK","O",,"HF","A","A",22,,31,1.9,"<2",4,2019,TRUE,FALSE,2
2019-07-30,07:33:00,2019-07-30 07:33:00,"WK053.50","WK","O",,"F","A","A",20,,31,20,"20",8,2019,FALSE,FALSE,20
2019-06-26,07:31:00,2019-06-26 07:31:00,"WK053.50","WK","O",,"HE","A","A",13,,30,840,"840",4,2019,FALSE,FALSE,840
2019-05-29,,2019-05-29 00:00:00,"WK053.50","WK","O",,"L","A","A",10,,25,2,"2",5,2019,FALSE,FALSE,2
2019-04-29,08:15:00,2019-04-29 08:15:00,"WK053.50","WK","O",,"H","A","A",7,,26,1.9,"<2",3,2019,TRUE,FALSE,2
2019-03-18,10:38:00,2019-03-18 10:38:00,"WK053.50","WK","O",,"HE","CA","A",3,,31,1.9,"<2",4,2019,TRUE,FALSE,2
2019-02-26,20:15:00,2019-02-26 20:15:00,"WK053.50","WK","O",,"E","CA","A",-1,,30,1.9,"<2",1,2019,TRUE,FALSE,2
2019-01-28,14:45:00,2019-01-28 14:45:00,"WK053.50","WK","O",,"F","CA","A",0,,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-01-07,12:12:00,2019-01-07 12:12:00,"WK053.50","WK","O",,"HE","CA","A",5,,32,1.9,"<2",5,2019,TRUE,FALSE,2
2018-10-10,10:29:00,2018-10-10 10:29:00,"WK053.50","WK","O","CL","F","CA","A",15,,34,1.9,"<2",5,2018,TRUE,FALSE,2
2018-09-17,16:09:00,2018-09-17 16:09:00,"WK053.50","WK","C","S","F","CA","A",20,,32,2,"2",1,2018,FALSE,FALSE,2
2018-08-26,,2018-08-26 00:00:00,"WK053.50","WK","C","S","E","CA","A",21,,31,12,"12",5,2018,FALSE,FALSE,12
2018-08-01,13:19:00,2018-08-01 13:19:00,"WK053.50","WK","C","S","F","CA","A",22,,34,1.9,"<2",8,2018,TRUE,FALSE,2
2018-06-19,15:12:00,2018-06-19 15:12:00,"WK053.50","WK","C","N","F","CA","A",15,,32,1.9,"<2",5,2018,TRUE,FALSE,2
2018-05-01,11:08:00,2018-05-01 11:08:00,"WK053.50","WK","O","S","F","CA","A",10,,25,2,"2",3,2018,FALSE,FALSE,2
2018-04-04,13:20:00,2018-04-04 13:20:00,"WK053.50","WK","O","S","HF","CA","A",6,,31,4,"4",2,2018,FALSE,FALSE,4
2018-03-19,12:00:00,2018-03-19 12:00:00,"WK053.50","WK","O","CL","HF","CA","A",0,,37,1.9,"<2",5,2018,TRUE,FALSE,2
2018-02-26,07:09:00,2018-02-26 07:09:00,"WK053.50","WK","O","CL","H","CA","A",2,,35,2,"2",6,2018,FALSE,FALSE,2
2018-02-05,13:40:00,2018-02-05 13:40:00,"WK053.50","WK","O","N","HF","CA","A",3,,28,3.6,"3.6",3,2018,FALSE,FALSE,3.6
2018-01-22,12:50:00,2018-01-22 12:50:00,"WK053.50","WK","O","CL","HF","CA","A",-1,,30,1.9,"<2",2,2018,TRUE,FALSE,2
2018-01-09,14:08:00,2018-01-09 14:08:00,"WK053.50","WK",,,"F","CA","A",,,,,,,2018,,,
2017-11-06,11:05:00,2017-11-06 11:05:00,"WK053.50","WK","O","S","HF","CA","A",12,,28,13,"13",2.5,2017,FALSE,FALSE,13
2017-09-06,11:20:00,2017-09-06 11:20:00,"WK053.50","WK","C","S","H","CA","A",17,,34,7.3,"7.3",4,2017,FALSE,FALSE,7.3
2017-07-24,12:22:00,2017-07-24 12:22:00,"WK053.50","WK","C","W","H","CA","A",19,,34,16,"16",4,2017,FALSE,FALSE,16
2017-06-19,06:47:00,2017-06-19 06:47:00,"WK053.50","WK","C","W","H","CA","A",18,,30,1.9,"<2",4,2017,TRUE,FALSE,2
2017-05-09,11:07:00,2017-05-09 11:07:00,"WK053.50","WK","O","SW","H","CA","A",9,,25,1.9,"<2",3.5,2017,TRUE,FALSE,2
2017-04-05,07:17:00,2017-04-05 07:17:00,"WK053.50","WK","O","NE","H","CA","A",1,,30,4,"4",4,2017,FALSE,FALSE,4
2017-03-13,10:24:00,2017-03-13 10:24:00,"WK053.50","WK","O","NE","F","CA","A",0,,30,1.9,"<2",1,2017,TRUE,FALSE,2
2017-02-08,09:54:00,2017-02-08 09:54:00,"WK053.50","WK","O","CL","E","CA","A",0,,32,18,"18",8,2017,FALSE,FALSE,18
2017-01-04,12:48:00,2017-01-04 12:48:00,"WK053.50","WK","O","CL","F","CA","A",7,,30,10,"10",4,2017,FALSE,FALSE,10
2016-12-05,12:42:00,2016-12-05 12:42:00,"WK053.50","WK","O","NE","F","CA","A",4,,30,2,"2",6.5,2016,FALSE,FALSE,2
2016-11-28,,2016-11-28 00:00:00,"WK053.50","WK","O","NW","HF","CA","A",5,,32,2,"2",1,2016,FALSE,FALSE,2
2016-11-07,,2016-11-07 00:00:00,"WK053.50","WK","O","N","F","CA","A",7,,30,1.9,"<2",3,2016,TRUE,FALSE,2
2016-08-15,09:30:00,2016-08-15 09:30:00,"WK053.50","WK","C","N","H","CA","A",21,,30,7.3,"7.3",7,2016,FALSE,FALSE,7.3
2016-08-03,14:15:00,2016-08-03 14:15:00,"WK053.50","WK","C","W","E","CA","A",23,,30,2,"2",6,2016,FALSE,FALSE,2
2016-05-11,15:00:00,2016-05-11 15:00:00,"WK053.50","WK","O","SW","HF","CA","A",12,,30,1.9,"<2",6,2016,TRUE,FALSE,2
2016-04-12,14:50:00,2016-04-12 14:50:00,"WK053.50","WK","O","S","HF","CA","A",5,,30,1.9,"<2",1,2016,TRUE,FALSE,2
2016-03-22,11:26:00,2016-03-22 11:26:00,"WK053.50","WK","O","CL","H","CA","A",3,,30,1.9,"<2",3.5,2016,TRUE,FALSE,2
2016-03-09,13:17:00,2016-03-09 13:17:00,"WK053.50","WK","O","CL","E","CA","A",8,,29,1.9,"<2",3,2016,TRUE,FALSE,2
2016-02-23,09:38:00,2016-02-23 09:38:00,"WK053.50","WK","O","N","F","CA","A",3,,32,1.9,"1.9",3,2016,FALSE,FALSE,1.9
2016-01-20,07:44:00,2016-01-20 07:44:00,"WK053.50","WK","O","CL","H","CA","A",-2,,32,1.9,"<2",3,2016,TRUE,FALSE,2
2015-12-28,12:07:00,2015-12-28 12:07:00,"WK053.50","WK","O","NW","HF","CA","A",3,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-12-16,14:39:00,2015-12-16 14:39:00,"WK053.50","WK","O","NW","HE","CA","A",6,,30,1.9,"<2",3,2015,TRUE,FALSE,2
2015-12-01,13:29:00,2015-12-01 13:29:00,"WK053.50","WK","O","CL","HF","CA","A",5,,30,1.9,"<2",4,2015,TRUE,FALSE,2
2015-11-02,14:28:00,2015-11-02 14:28:00,"WK053.50","WK","O","W","HF","CA","A",10,,30,2,"2",5,2015,FALSE,FALSE,2
2015-09-08,10:22:00,2015-09-08 10:22:00,"WK053.50","WK","C","CL","E","CA","A",20,,30,2,"2",8,2015,FALSE,FALSE,2
2015-07-22,15:10:00,2015-07-22 15:10:00,"WK053.50","WK","C","CL","HF","CA","A",22,,30,1.9,"<2",8,2015,TRUE,FALSE,2
2015-06-17,14:14:00,2015-06-17 14:14:00,"WK053.50","WK","O","CL","E","A","A",18,,30,2,"2",5,2015,FALSE,FALSE,2
2015-06-02,10:24:00,2015-06-02 10:24:00,"WK053.50","WK","O","N","HF","A","A",11,,29,94,"94",2,2015,FALSE,FALSE,94
2015-04-22,15:12:00,2015-04-22 15:12:00,"WK053.50","WK","C","SW","H","A","A",9,FALSE,24,1.9,"<2",7.5,2015,TRUE,FALSE,2
2015-04-07,16:14:00,2015-04-07 16:14:00,"WK053.50","WK","O","SW","E","A","A",4,,30,1.9,"<2",2,2015,TRUE,FALSE,2
2019-10-26,09:33:00,2019-10-26 09:33:00,"WK053.00","WK","C",,"H","A","A",14,FALSE,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-09-23,07:23:00,2019-09-23 07:23:00,"WK053.00","WK","O",,"HE","A","A",15,,31,1.9,"<2",4,2019,TRUE,FALSE,2
2019-08-20,14:11:00,2019-08-20 14:11:00,"WK053.00","WK","O",,"HF","A","A",21,,31,1.9,"<2",4,2019,TRUE,FALSE,2
2019-07-30,07:28:00,2019-07-30 07:28:00,"WK053.00","WK","O",,"F","A","A",20,,31,16,"16",8,2019,FALSE,FALSE,16
2019-07-15,12:20:00,2019-07-15 12:20:00,"WK053.00","WK","C",,"HE","A","A",18,FALSE,30,10,"10",7,2019,FALSE,FALSE,10
2019-06-26,07:25:00,2019-06-26 07:25:00,"WK053.00","WK","O",,"HE","A","A",13,,31,620,"620",4,2019,FALSE,FALSE,620
2019-05-29,,2019-05-29 00:00:00,"WK053.00","WK","O",,"L","A","A",9,,25,4,"4",5,2019,FALSE,FALSE,4
2019-04-29,08:10:00,2019-04-29 08:10:00,"WK053.00","WK","O",,"H","A","A",6,,26,2,"2",3,2019,FALSE,FALSE,2
2019-03-18,10:35:00,2019-03-18 10:35:00,"WK053.00","WK","O",,"HE","CA","A",3,,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-02-26,20:10:00,2019-02-26 20:10:00,"WK053.00","WK","O",,"E","CA","A",2,,31,1.9,"<2",1,2019,TRUE,FALSE,2
2019-01-28,14:40:00,2019-01-28 14:40:00,"WK053.00","WK","O",,"F","CA","A",2,,32,1.9,"<2",4,2019,TRUE,FALSE,2
2019-01-07,12:05:00,2019-01-07 12:05:00,"WK053.00","WK","O",,"H","CA","A",6,,32,1.9,"<2",5,2019,TRUE,FALSE,2
2018-10-10,10:26:00,2018-10-10 10:26:00,"WK053.00","WK","O","CL","F","CA","A",15,,34,1.9,"<2",5,2018,TRUE,FALSE,2
2018-09-17,16:03:00,2018-09-17 16:03:00,"WK053.00","WK","C","S","F","CA","A",20,,32,2,"2",1,2018,FALSE,FALSE,2
2018-09-13,13:42:00,2018-09-13 13:42:00,"WK053.00","WK","C",,"HF","CA","A",16,FALSE,30,18,"18",7,2018,FALSE,FALSE,18
2018-08-26,,2018-08-26 00:00:00,"WK053.00","WK","C","S","E","CA","A",21,,31,18,"18",5,2018,FALSE,FALSE,18
2018-08-01,13:15:00,2018-08-01 13:15:00,"WK053.00","WK","C","S","F","CA","A",21,,34,2,"2",8,2018,FALSE,FALSE,2
2018-06-19,15:07:00,2018-06-19 15:07:00,"WK053.00","WK","C","N","F","CA","A",16,,33,1.9,"<2",5,2018,TRUE,FALSE,2
2018-05-01,11:03:00,2018-05-01 11:03:00,"WK053.00","WK","O","S","F","CA","A",9,,24,1.9,"<2",3,2018,TRUE,FALSE,2
2018-04-29,09:45:00,2018-04-29 09:45:00,"WK053.00","WK","C","CL","F","CA","A",7,FALSE,24,1.9,"<2",3,2018,TRUE,FALSE,2
2018-04-04,13:15:00,2018-04-04 13:15:00,"WK053.00","WK","O","CL","F","CA","A",6,,30,1.9,"<2",2,2018,TRUE,FALSE,2
2018-03-19,11:50:00,2018-03-19 11:50:00,"WK053.00","WK","O","S","HF","CA","A",1,,36,1.9,"<2",5,2018,TRUE,FALSE,2
2018-02-26,07:00:00,2018-02-26 07:00:00,"WK053.00","WK","O","CL","H","CA","A",2,,35,1.9,"<2",6,2018,TRUE,FALSE,2
2018-02-05,13:30:00,2018-02-05 13:30:00,"WK053.00","WK","O","N","HF","CA","A",3,,32,1.9,"<2",3,2018,TRUE,FALSE,2
2018-01-22,12:45:00,2018-01-22 12:45:00,"WK053.00","WK","O","CL","HF","CA","A",0,,30,2,"2",2,2018,FALSE,FALSE,2
2018-01-09,14:06:00,2018-01-09 14:06:00,"WK053.00","WK",,,"F","CA","A",,,,,,,2018,,,
2017-11-06,10:53:00,2017-11-06 10:53:00,"WK053.00","WK","O","S","HF","CA","A",10,,28,16,"16",2.5,2017,FALSE,FALSE,16
2017-11-03,10:15:00,2017-11-03 10:15:00,"WK053.00","WK","C","SW","H","CA","A",14,FALSE,26,6,"6",4,2017,FALSE,FALSE,6
2017-11-02,09:50:00,2017-11-02 09:50:00,"WK053.00","WK","C","SW","H","CA","A",11,FALSE,30,8,"8",4,2017,FALSE,FALSE,8
2017-11-01,07:52:00,2017-11-01 07:52:00,"WK053.00","WK","C","CL","HF","CA","A",9,FALSE,30,24,"24",4,2017,FALSE,FALSE,24
2017-10-31,08:00:00,2017-10-31 08:00:00,"WK053.00","WK","C","SW","H","CA","A",10,FALSE,28,102,"102",5,2017,FALSE,FALSE,102
2017-10-29,07:05:00,2017-10-29 07:05:00,"WK053.00","WK","C","CL","H","CA","A",14,FALSE,30,8,"8",3,2017,FALSE,FALSE,8
2017-09-06,11:15:00,2017-09-06 11:15:00,"WK053.00","WK","C","S","HF","CA","A",16,,33,11,"11",4,2017,FALSE,FALSE,11
2017-08-25,13:18:00,2017-08-25 13:18:00,"WK053.00","WK","C","CL","HF","CA","A",18,FALSE,31,2,"2",5,2017,FALSE,FALSE,2
2017-08-24,14:50:00,2017-08-24 14:50:00,"WK053.00","WK","C","CL","HE","CA","A",20,FALSE,32,16,"16",4,2017,FALSE,FALSE,16
2017-08-23,12:45:00,2017-08-23 12:45:00,"WK053.00","WK","C","CL","H","CA","A",20,FALSE,34,84,"84",3,2017,FALSE,FALSE,84
2017-08-22,13:45:00,2017-08-22 13:45:00,"WK053.00","WK","C","S","E","CA","A",20,FALSE,33,94,"94",5,2017,FALSE,FALSE,94
2017-08-21,12:25:00,2017-08-21 12:25:00,"WK053.00","WK","C","N","HE","CA","A",19,FALSE,31,104,"104",6,2017,FALSE,FALSE,104
2017-07-24,12:18:00,2017-07-24 12:18:00,"WK053.00","WK","C","W","H","CA","A",19,,33,38,"38",4,2017,FALSE,FALSE,38
2017-06-19,06:40:00,2017-06-19 06:40:00,"WK053.00","WK","C","S","H","CA","A",18,,30,8,"8",4,2017,FALSE,FALSE,8
